zip_code;town;canton
5445;Eggenwil;AG
5452;Oberrohrdorf;AG
5453;Remetschwil;AG
5454;Bellikon;AG
5502;Hunzenschwil;AG
5503;Schafisheim;AG
5504;Othmarsingen;AG
5505;Brunegg;AG
5506;Mägenwil;AG
5507;Mellingen;AG
5512;Wohlenschwil;AG
5522;Tägerig;AG
5524;Nesselnbach;AG
5524;Niederwil AG;AG
5525;Fischbach-Göslikon;AG
5600;Lenzburg;AG
5600;Lenzburg 1;AG
5600;Lenzburg 2;AG
5600;Ammerswil AG;AG
5603;Staufen;AG
5604;Hendschiken;AG
5605;Dottikon;AG
5606;Dintikon;AG
5607;Hägglingen;AG
5608;Stetten AG;AG
5610;Wohlen AG;AG
5610;Wohlen AG 1;AG
5610;Wohlen AG 2;AG
5611;Anglikon;AG
5619;Büttikon AG;AG
5612;Villmergen;AG
5613;Hilfikon;AG
5614;Sarmenstorf;AG
5615;Fahrwangen;AG
5616;Meisterschwanden;AG
5617;Tennwil;AG
5618;Bettwil;AG
5620;Bremgarten AG;AG
5621;Zufikon;AG
5620;Bremgarten AG Kaserne;AG
5622;Waltenschwil;AG
5623;Boswil;AG
5624;Bünzen;AG
5625;Kallern;AG
5626;Hermetschwil-Staffeln;AG
5627;Besenbüren;AG
5628;Aristau;AG
5630;Muri AG;AG
5632;Buttwil;AG
5634;Merenschwand;AG
5636;Benzenschwil;AG
5637;Beinwil (Freiamt);AG
5642;Mühlau;AG
5643;Sins;AG
5644;Auw;AG
5645;Aettenschwil;AG
5646;Abtwil AG;AG
5647;Oberrüti;AG
5643;Alikon;AG
5702;Niederlenz;AG
5703;Seon;AG
5704;Egliswil;AG
5705;Hallwil;AG
5706;Boniswil;AG
5707;Seengen;AG
5708;Birrwil;AG
5712;Beinwil am See;AG
5722;Gränichen;AG
5723;Teufenthal AG;AG
5724;Dürrenäsch;AG
5725;Leutwil;AG
5726;Unterkulm;AG
5727;Oberkulm;AG
5728;Gontenschwil;AG
5732;Zetzwil;AG
5733;Leimbach AG;AG
5734;Reinach AG;AG
5735;Pfeffikon LU;LU
5736;Burg AG;AG
5737;Menziken;AG
5742;Kölliken;AG
5745;Safenwil;AG
5746;Walterswil SO;SO
6000;Luzern;LU
6000;Luzern 1 Annahme;LU
6000;Luzern 4;LU
6000;Luzern 6;LU
6000;Luzern 7;LU
6000;Luzern 10;LU
6000;Luzern 11;LU
6000;Luzern 14;LU
6000;Luzern 15;LU
6000;Luzern 16;LU
6000;Luzern Zustellung;LU
6002;Luzern;LU
6003;Luzern;LU
6004;Luzern;LU
6005;Luzern;LU
6006;Luzern;LU
6010;Kriens;LU
6012;Obernau;LU
6013;Eigenthal;LU
6014;Luzern;LU
6015;Luzern;LU
6016;Hellbühl;LU
6017;Ruswil;LU
6019;Sigigen;LU
6018;Buttisholz;LU
6020;Emmenbrücke;LU
6020;Emmenbrücke 1;LU
6020;Emmenbrücke 2;LU
6020;Emmenbrücke 3;LU
6022;Grosswangen;LU
6023;Rothenburg;LU
6024;Hildisrieden;LU
6025;Neudorf;LU
6026;Rain;LU
6027;Römerswil LU;LU
6028;Herlisberg;LU
6030;Ebikon;LU
6032;Emmen;LU
6033;Buchrain;LU
6034;Inwil;LU
6035;Perlen;LU
6036;Dierikon;LU
6037;Root;LU
6038;Gisikon;LU
6042;Dietwil;AG
6043;Adligenswil;LU
6044;Udligenswil;LU
6045;Meggen;LU
6047;Kastanienbaum;LU
6048;Horw;LU
6052;Hergiswil NW;NW
6053;Alpnachstad;OW
6055;Alpnach Dorf;OW
6056;Kägiswil;OW
6060;Sarnen;OW
6060;Ramersberg;OW
6068;Melchsee-Frutt;OW
6062;Wilen (Sarnen);OW
6063;Stalden (Sarnen);OW
6064;Kerns;OW
6066;St. Niklausen OW;OW
6067;Melchtal;OW
6072;Sachseln;OW
6073;Flüeli-Ranft;OW
6074;Giswil;OW
6078;Bürglen OW;OW
6078;Lungern;OW
3860;Brünig;BE
6083;Hasliberg Hohfluh;BE
6084;Hasliberg Wasserwendi;BE
6085;Hasliberg Goldern;BE
6086;Hasliberg Reuti;BE
6010;Pilatus Kulm;OW
6102;Malters;LU
6103;Schwarzenberg LU;LU
6105;Schachen LU;LU
6106;Werthenstein;LU
6110;Wolhusen;LU
6114;Steinhuserberg;LU
6110;Fontannen b. Wolhusen;LU
6112;Doppleschwand;LU
6113;Romoos;LU
6122;Menznau;LU
6123;Geiss;LU
6125;Menzberg;LU
6126;Daiwil;LU
6130;Willisau;LU
6132;Rohrmatt;LU
6133;Hergiswil b. Willisau;LU
6142;Gettnau;LU
6143;Ohmstal;LU
6144;Zell LU;LU
6145;Fischbach LU;LU
6146;Grossdietwil;LU
6147;Altbüron;LU
6152;Hüswil;LU
6153;Ufhusen;LU
6154;Hofstatt;LU
6156;Luthern;LU
6160;Entlebuch Businesszentrum;LU
6162;Entlebuch;LU
6163;Ebnet;LU
6162;Rengg;LU
6162;Finsterwald b. Entlebuch;LU
6166;Hasle LU;LU
6167;Bramboden;LU
6170;Schüpfheim;LU
6173;Flühli LU;LU
6174;Sörenberg;LU
6182;Escholzmatt;LU
6192;Wiggen;LU
6196;Marbach LU;LU
6197;Schangnau;BE
6203;Sempach Station;LU
6204;Sempach;LU
6205;Eich;LU
6206;Neuenkirch;LU
6207;Nottwil;LU
6208;Oberkirch LU;LU
6210;Sursee;LU
6211;Buchs LU;LU
6212;St. Erhard;LU
6213;Knutwil;LU
6214;Schenkon;LU
6215;Beromünster;LU
6215;Schwarzenbach LU;LU
6216;Mauensee;LU
6217;Kottwil;LU
6218;Ettiswil;LU
6221;Rickenbach LU;LU
6222;Gunzwil;LU
6231;Schlierbach;LU
6232;Geuensee;LU
6233;Büron;LU
6234;Triengen;LU
6234;Kulmerau;LU
6236;Wilihof;LU
6235;Winikon;LU
6242;Wauwil;LU
6243;Egolzwil;LU
6244;Nebikon;LU
6245;Ebersecken;LU
6246;Altishofen;LU
6247;Schötz;LU
6248;Alberswil;LU
6252;Dagmersellen;LU
6253;Uffikon;LU
6260;Reiden;LU
6260;Reidermoos;LU
6262;Langnau b. Reiden;LU
6263;Richenthal;LU
6264;Pfaffnau;LU
6265;Roggliswil;LU
6274;Eschenbach LU;LU
6275;Ballwil;LU
6276;Hohenrain;LU
6277;Kleinwangen;LU
6280;Hochdorf;LU
6280;Urswil;LU
6283;Baldegg;LU
6284;Gelfingen;LU
6285;Hitzkirch;LU
6285;Retschwil;LU
6289;Müswangen;LU
6286;Altwis;LU
6287;Aesch LU;LU
6288;Schongau;LU
6294;Ermensee;LU
6295;Mosen;LU
6300;Zug;ZG
6300;Zug 1;ZG
6330;Cham 2;ZG
6301;Zug;ZG
6310;Zug Sonderdienste;ZG
6313;Edlibach;ZG
6313;Finstersee;ZG
6319;Allenwinden;ZG
6315;Morgarten;ZG
6312;Steinhausen;ZG
6313;Menzingen;ZG
6314;Unterägeri;ZG
6314;Neuägeri;ZG
6315;Oberägeri;ZG
6315;Alosen;ZG
6300;Zugerberg;ZG
6317;Oberwil b. Zug;ZG
6318;Walchwil;ZG
6330;Cham;ZG
6331;Hünenberg;ZG
6332;Hagendorn;ZG
6340;Baar;ZG
6343;Rotkreuz;ZG
6344;Meierskappel;LU
6345;Neuheim;ZG
6353;Weggis;LU
6354;Vitznau;LU
6356;Rigi Kaltbad;LU
6362;Stansstad;NW
6363;Obbürgen;NW
6365;Kehrsiten;NW
6370;Stans;NW
6372;Ennetmoos;NW
6373;Ennetbürgen;NW
6374;Buochs;NW
6375;Beckenried;NW
6376;Emmetten;NW
6377;Seelisberg;UR
6382;Büren NW;NW
6383;Dallenwil;NW
6383;Niederrickenbach;NW
6386;Wolfenschiessen;NW
6387;Oberrickenbach;NW
6388;Grafenort;OW
6390;Engelberg;OW
6402;Merlischachen;SZ
6403;Küssnacht am Rigi;SZ
6404;Greppen;LU
6405;Immensee;SZ
6410;Goldau;SZ
6410;Rigi Klösterli;SZ
6410;Rigi Staffel;SZ
6410;Rigi Kulm;SZ
6414;Oberarth;SZ
6415;Arth;SZ
6416;Steinerberg;SZ
6417;Sattel;SZ
6418;Rothenthurm;SZ
6422;Steinen;SZ
6423;Seewen SZ;SZ
6424;Lauerz;SZ
6430;Schwyz;SZ
6436;Ried (Muotathal);SZ
6432;Rickenbach b. Schwyz;SZ
6433;Stoos SZ;SZ
6434;Illgau;SZ
6436;Muotathal;SZ
6436;Bisisthal;SZ
6438;Ibach;SZ
6440;Brunnen;SZ
6441;Rütli;UR
6442;Gersau;SZ
6443;Morschach;SZ
6452;Sisikon;UR
6452;Riemenstalden;SZ
6454;Flüelen;UR
6460;Altdorf UR;UR
6461;Isenthal;UR
6462;Seedorf UR;UR
6463;Bürglen UR;UR
6464;Spiringen;UR
6465;Unterschächen;UR
6466;Bauen;UR
6467;Schattdorf;UR
6469;Haldi b. Schattdorf;UR
6468;Attinghausen;UR
6472;Erstfeld;UR
6473;Silenen;UR
6474;Amsteg;UR
6475;Bristen;UR
6476;Intschi;UR
6482;Gurtnellen;UR
6484;Wassen UR;UR
6485;Meien;UR
6487;Göschenen;UR
6490;Andermatt;UR
6491;Realp;UR
6493;Hospental;UR
6500;Bellinzona;TI
6500;Bellinzona 1;TI
6500;Bellinzona 2;TI
6500;Bellinzona 4;TI
6500;Bellinzona 5;TI
6501;Bellinzona;TI
6500;Bellinzona Distribuzione;TI
6500;Bellinzona Caserma;TI
6503;Bellinzona;TI
6506;Bellinzona 6 Autopostale TI;TI
6512;Giubiasco;TI
6513;Monte Carasso;TI
6514;Sementina;TI
6515;Gudo;TI
6516;Cugnasco;TI
6517;Arbedo;TI
6518;Gorduno;TI
6525;Gnosca;TI
6526;Prosito;TI
6527;Lodrino;TI
6528;Camorino;TI
6532;Castione;TI
6533;Lumino;TI
6534;S. Vittore;GR
6535;Roveredo GR;GR
6537;Grono;GR
6523;Preonzo;TI
6524;Moleno;TI
6582;Pianezzo;TI
6583;S. Antonio (Val Morobbia);TI
6584;Carena;TI
6549;Laura;GR
6540;Castaneda;GR
6541;Sta. Maria in Calanca;GR
6538;Verdabbio;GR
6542;Buseno;GR
6543;Arvigo;GR
6544;Braggio;GR
6545;Selma;GR
6546;Cauco;GR
6547;Augio;GR
6548;Rossa;GR
6556;Leggia;GR
6565;S. Bernardino;GR
6557;Cama;GR
6558;Lostallo;GR
6558;Cabbiolo;GR
6562;Soazza;GR
6563;Mesocco;GR
6572;Quartino;TI
6573;Magadino;TI
6574;Vira (Gambarogno);TI
6575;S. Nazzaro;TI
6575;Vairano;TI
6576;Gerra (Gambarogno);TI
6577;Ranzo;TI
6578;Caviano;TI
6579;Piazzogna;TI
6571;Indemini;TI
6592;S. Antonino;TI
6593;Cadenazzo;TI
6594;Contone;TI
6595;Riazzino;TI
6596;Gordola;TI
6597;Agarone;TI
6598;Tenero;TI
6599;Robasacco;TI
6600;Locarno;TI
6600;Locarno 1;TI
6600;Muralto;TI
6600;Locarno 3 Stazione Autopost;TI
6601;Locarno;TI
6600;Locarno Distribuzione;TI
6604;Locarno;TI
6605;Locarno;TI
6605;Monte Brè sopra Locarno;TI
6656;Golino;TI
6618;Arcegno;TI
6646;Contra;TI
6647;Mergoscia;TI
6661;Auressio;TI
6661;Loco;TI
6661;Berzona;TI
6611;Mosogno;TI
6662;Russo;TI
6664;Vergeletto;TI
6611;Gresso;TI
6611;Crana;TI
6663;Comologno;TI
6663;Spruga;TI
6632;Vogorno;TI
6631;Corippo;TI
6633;Lavertezzo;TI
6634;Brione (Verzasca);TI
6635;Gerra (Verzasca);TI
6636;Frasco;TI
6637;Sonogno;TI
6612;Ascona;TI
6613;Porto Ronco;TI
6614;Brissago;TI
6614;Isole di Brissago;TI
6616;Losone;TI
6622;Ronco sopra Ascona;TI
6644;Orselina;TI
6645;Brione sopra Minusio;TI
6648;Minusio;TI
6655;Verdasio;TI
6655;Rasa;TI
6657;Palagnedra;TI
6658;Borgnone;TI
6659;Camedo;TI
6659;Moneto;TI
6652;Tegna;TI
6653;Verscio;TI
6654;Cavigliano;TI
6655;Intragna;TI
6670;Avegno;TI
6677;Moghegno;TI
6678;Coglio;TI
6678;Lodano;TI
6678;Giumaglio;TI
6674;Riveo;TI
6682;Linescio;TI
6683;Cerentino;TI
6685;Bosco/Gurin;TI
6683;Niva (Vallemaggia);TI
6684;Campo (Vallemaggia);TI
6684;Cimalmotto;TI
6690;Cavergno;TI
6690;S. Carlo (Val Bavona);TI
6692;Brontallo;TI
6692;Menzonio;TI
6693;Broglio;TI
6694;Prato-Sornico;TI
6695;Peccia;TI
6695;Piano di Peccia;TI
6696;Fusio;TI
6672;Gordevio;TI
6673;Maggia;TI
6674;Someo;TI
6675;Cevio;TI
6676;Bignasco;TI
6702;Claro;TI
6703;Osogna;TI
6705;Cresciano;TI
6707;Iragna;TI
6710;Biasca;TI
6710;Biasca Stazione;TI
6721;Ludiano;TI
6722;Corzoneso;TI
6716;Leontica;TI
6723;Prugiasco;TI
6723;Castro;TI
6724;Ponto Valentino;TI
6716;Lottigna;TI
6719;Aquila;TI
6720;Campo (Blenio);TI
6721;Motto (Blenio);TI
6713;Malvaglia;TI
6714;Semione;TI
6715;Dongio;TI
6716;Acquarossa;TI
6717;Dangio;TI
6717;Torre;TI
6718;Olivone;TI
6718;Camperio;TI
6742;Pollegio;TI
6743;Bodio TI;TI
6745;Giornico;TI
6746;Lavorgo;TI
6746;Calonico;TI
6746;Nivo;TI
6747;Chironico;TI
6760;Faido;TI
6760;Molare;TI
6760;Calpiogna;TI
6760;Campello;TI
6760;Carì;TI
6772;Rodi-Fiesso;TI
6775;Ambrì;TI
6776;Piotta;TI
6777;Quinto;TI
6777;Varenzo;TI
6780;Airolo;TI
6781;Villa Bedretto;TI
6780;Madrano;TI
6781;Bedretto;TI
6744;Personico;TI
6748;Anzonico;TI
6749;Sobrio;TI
6749;Cavagnago;TI
6763;Mairengo;TI
6763;Osco;TI
6760;Rossura;TI
6764;Chiggiogna;TI
6773;Prato (Leventina);TI
6774;Dalpe;TI
6802;Rivera;TI
6804;Bironico;TI
6803;Camignolo;TI
6807;Taverne;TI
6808;Torricella;TI
6814;Lamone-Cadempino;TI
6815;Melide;TI
6816;Bissone;TI
6817;Maroggia;TI
6818;Melano;TI
6822;Arogno;TI
6825;Capolago;TI
6826;Riva San Vitale;TI
6828;Balerna;TI
6830;Chiasso;TI
6830;Chiasso 1;TI
6830;Chiasso 3;TI
6839;Sagno;TI
6837;Caneggio;TI
6837;Bruzella;TI
6838;Cabbio;TI
6838;Muggio;TI
6838;Scudellate;TI
6832;Pedrinate;TI
6832;Seseglio;TI
6833;Vacallo;TI
6834;Morbio Inferiore;TI
6836;Serfontana;TI
6835;Morbio Superiore;TI
6809;Medeglia;TI
6810;Isone;TI
6805;Mezzovico;TI
6806;Sigirino;TI
6821;Rovio;TI
6823;Pugerna;TI
6850;Mendrisio;TI
6850;Mendrisio Stazione;TI
6850;Mendrisio Borgo;TI
6875;Monte;TI
6875;Casima;TI
6873;Corteglia;TI
6852;Genestrerio;TI
6853;Ligornetto;TI
6854;S. Pietro;TI
6855;Stabio;TI
6862;Rancate;TI
6863;Besazio;TI
6864;Arzo;TI
6865;Tremona;TI
6866;Meride;TI
6867;Serpiano;TI
6872;Salorino;TI
6872;Somazzo;TI
6874;Castel San Pietro;TI
6877;Coldrerio;TI
6883;Novazzano;TI
6900;Lugano;TI
6900;Lugano 1;TI
6900;Massagno;TI
6900;Lugano Distribuzione;TI
6901;Lugano;TI
6902;Lugano 2 Paradiso Caselle;TI
6903;Lugano;TI
6904;Lugano 4 Molino Nuovo Casel;TI
6905;Lugano 5 Serv Autopostali;TI
6906;Lugano 6 Cassarate Caselle;TI
6913;Carabbia;TI
6915;Pambio-Noranco;TI
6916;Grancia;TI
6917;Barbengo;TI
6919;Carabietta;TI
6921;Vico Morcote;TI
6928;Manno;TI
6929;Gravesano;TI
6930;Bedano;TI
6939;Arosio;TI
6939;Mugena;TI
6938;Vezio;TI
6937;Breno;TI
6938;Fescoggia;TI
6949;Comano;TI
6979;Brè sopra Lugano;TI
6827;Brusino Arsizio;TI
6912;Pazzallo;TI
6914;Carona;TI
6918;Figino;TI
6922;Morcote;TI
6924;Sorengo;TI
6925;Gentilino;TI
6926;Montagnola;TI
6927;Agra;TI
6932;Breganzona;TI
6933;Muzzano;TI
6934;Bioggio;TI
6935;Bosco Luganese;TI
6936;Cademario;TI
6942;Savosa;TI
6943;Vezia;TI
6948;Porza;TI
6950;Tesserete;TI
6944;Cureglia;TI
6945;Origlio;TI
6946;Ponte Capriasca;TI
6947;Vaglio;TI
6954;Sala Capriasca;TI
6954;Bigorio;TI
6953;Lugaggia;TI
6951;Insone;TI
6951;Odogno;TI
6956;Lopagno;TI
6957;Roveredo TI;TI
6958;Bidogno;TI
6958;Corticiasca;TI
6951;Scareglia;TI
6951;Colla;TI
6951;Bogno;TI
6951;Cozzo;TI
6955;Cagiallo;TI
6955;Oggio;TI
6951;Signôra;TI
6959;Cimadera;TI
6959;Maglio di Colla;TI
6959;Certara;TI
6959;Curtina;TI
6959;Piandera Paese;TI
6952;Canobbio;TI
6962;Viganello;TI
6963;Pregassona;TI
6964;Davesco-Soragno;TI
6965;Cadro;TI
6966;Villa Luganese;TI
6967;Dino;TI
6968;Sonvico;TI
6974;Aldesago;TI
6976;Castagnola;TI
6977;Ruvigliana;TI
6978;Gandria;TI
6990;Cassina d'Agno;TI
6991;Neggio;TI
6992;Vernate;TI
6993;Iseo;TI
6994;Aranno;TI
6992;Cimo;TI
6981;Bedigliora;TI
6981;Biogno-Beride;TI
6980;Castelrotto;TI
6981;Bombinasco;TI
6981;Banco;TI
6999;Astano;TI
6986;Miglieglia;TI
6989;Purasca;TI
6995;Molinazzo di Monteggio;TI
6996;Ponte Cremenaga;TI
6997;Sessa;TI
6998;Termine;TI
6982;Agno;TI
6983;Magliaso;TI
6984;Pura;TI
6986;Curio;TI
6986;Novaggio;TI
6987;Caslano;TI
6988;Ponte Tresa;TI
7000;Chur;GR
7000;Chur 1 Annahme;GR
7000;Chur 1 Zustellung;GR
7000;Chur Kaserne;GR
7001;Chur;GR
7002;Chur;GR
7004;Chur;GR
7006;Chur;GR
7007;Chur;GR
7012;Felsberg;GR
7013;Domat/Ems;GR
7015;Tamins;GR
7017;Flims Dorf;GR
7018;Flims Waldhaus;GR
7023;Haldenstein;GR
7026;Maladers;GR
7031;Laax GR;GR
7031;Laax GR 1;GR
7032;Laax GR 2;GR
7050;Arosa;GR
7062;Passugg;GR
7063;Praden;GR
7064;Tschiertschen;GR
7074;Malix;GR
7075;Churwalden;GR
7076;Parpan;GR
7077;Valbella;GR
7078;Lenzerheide/Lai;GR
7082;Vaz/Obervaz;GR
7083;Lantsch/Lenz;GR
7084;Brienz/Brinzauls GR;GR
7014;Trin;GR
7016;Trin Mulin;GR
7019;Fidaz;GR
7027;Lüen;GR
7027;Castiel;GR
7028;St. Peter;GR
7028;Pagig;GR
7056;Molinis;GR
7029;Peist;GR
7057;Langwies;GR
7058;Litzirüti;GR
7104;Versam;GR
7104;Arezen;GR
7106;Tenna;GR
7107;Safien Platz;GR
7109;Thalkirch;GR
7122;Valendas;GR
7122;Carrera;GR
7126;Castrisch;GR
7130;Ilanz;GR
7154;Ruschein;GR
7155;Ladir;GR
7151;Schluein;GR
7153;Falera;GR
7152;Sagogn;GR
7127;Sevgein;GR
7128;Riein;GR
7111;Pitasch;GR
7112;Duvin;GR
7113;Camuns;GR
7114;Uors (Lumnezia);GR
7115;Surcasti;GR
7116;Tersnaus;GR
7141;Luven;GR
7142;Cumbel;GR
7143;Morissen;GR
7144;Vella;GR
7145;Degen;GR
7146;Vattiz;GR
7147;Vignogn;GR
7148;Lumbrein;GR
7148;Surin;GR
7149;Vrin;GR
7137;Flond;GR
7138;Surcuolm;GR
7132;Vals;GR
7134;Obersaxen;GR
7156;Pigniu;GR
7156;Rueun;GR
7157;Siat;GR
7158;Waltensburg/Vuorz;GR
7159;Andiast;GR
7162;Tavanasa;GR
7163;Danis;GR
7164;Dardin;GR
7165;Breil/Brigels;GR
7166;Trun;GR
7168;Schlans;GR
7167;Zignau;GR
7172;Rabius;GR
7175;Sumvitg;GR
7174;S. Benedetg;GR
7180;Disentis/Mustér;GR
7182;Cavardiras;GR
7183;Mumpé Medel;GR
7184;Curaglia;GR
7185;Platta;GR
7186;Segnas;GR
7187;Camischolas;GR
7189;Rueras;GR
7188;Sedrun;GR
7173;Surrein;GR
7176;Cumpadials;GR
7201;Untervaz Bahnhof;GR
7203;Trimmis;GR
7202;Says;GR
7204;Untervaz;GR
7205;Zizers;GR
7206;Igis;GR
7208;Malans GR;GR
7212;Seewis Dorf;GR
7213;Valzeina;GR
7214;Grüsch;GR
7215;Fanas;GR
7220;Schiers;GR
7228;Schuders;GR
7226;Stels;GR
7222;Lunden;GR
7223;Buchen im Prättigau;GR
7224;Putz;GR
7228;Pusserein;GR
7231;Pragg-Jenaz;GR
7232;Furna;GR
7233;Jenaz;GR
7235;Fideris;GR
7240;Küblis;GR
7242;Luzein;GR
7243;Pany;GR
7244;Gadenstätt;GR
7245;Ascharina;GR
7246;St. Antönien;GR
7241;Conters im Prättigau;GR
7247;Saas im Prättigau;GR
7249;Serneus;GR
7250;Klosters;GR
7252;Klosters Dorf;GR
7260;Davos Dorf;GR
7265;Davos Wolfgang;GR
7270;Davos Platz;GR
7270;Davos Platz 1;GR
7272;Davos Clavadel;GR
7276;Davos Frauenkirch;GR
7277;Davos Glaris;GR
7278;Davos Monstein;GR
7302;Landquart;GR
7303;Mastrils;GR
7304;Maienfeld;GR
7306;Fläsch;GR
7307;Jenins;GR
7310;Bad Ragaz;SG
7317;Valens;SG
7317;Vasön;SG
7314;Vadura;SG
7315;Vättis;SG
7312;Pfäfers;SG
7313;St. Margrethenberg;SG
7320;Sargans;SG
7325;Schwendi im Weisstannental;SG
7326;Weisstannen;SG
7323;Wangs;SG
7324;Vilters;SG
7402;Bonaduz;GR
7403;Rhäzüns;GR
7404;Feldis/Veulden;GR
7405;Rothenbrunnen;GR
7408;Cazis;GR
7408;Realta;GR
7411;Sils im Domleschg;GR
7412;Scharans;GR
7413;Fürstenaubruck;GR
7414;Fürstenau;GR
7415;Rodels;GR
7416;Almens;GR
7417;Paspels;GR
7407;Trans;GR
7418;Tumegl/Tomils;GR
7419;Scheid;GR
7430;Thusis;GR
7425;Masein;GR
7426;Flerden;GR
7427;Urmein;GR
7428;Tschappina;GR
7428;Glaspass;GR
7421;Summaprada;GR
7422;Tartar;GR
7423;Sarn;GR
7424;Präz;GR
7424;Dalin;GR
7431;Mutten;GR
7430;Rongellen;GR
7432;Zillis;GR
7433;Donat;GR
7433;Farden;GR
7433;Mathon;GR
7433;Wergenstein;GR
7433;Lohn GR;GR
7434;Sufers;GR
7435;Splügen;GR
7436;Medels im Rheinwald;GR
7437;Nufenen;GR
7438;Hinterrhein;GR
7440;Andeer;GR
7442;Clugin;GR
7443;Pignia;GR
7444;Ausserferrera;GR
7445;Innerferrera;GR
7446;Campsut-Cröt;GR
7447;Cresta (Avers);GR
7447;Am Bach (Avers);GR
7448;Juf;GR
7450;Tiefencastel;GR
7458;Mon;GR
7459;Stierva;GR
7451;Alvaschein;GR
7452;Cunter;GR
7453;Tinizong;GR
7454;Rona;GR
7455;Mulegns;GR
7456;Sur;GR
7457;Bivio;GR
7460;Savognin;GR
7462;Salouf;GR
7463;Riom;GR
7464;Parsonz;GR
7472;Surava;GR
7473;Alvaneu Bad;GR
7477;Filisur;GR
7482;Bergün/Bravuogn;GR
7482;Stugl/Stuls;GR
7484;Latsch;GR
7482;Preda;GR
7492;Alvaneu Dorf;GR
7493;Schmitten (Albula);GR
7494;Davos Wiesen;GR
7500;St. Moritz;GR
7500;St. Moritz 1;GR
7500;St. Moritz 3;GR
7502;Bever;GR
7503;Samedan;GR
7504;Pontresina;GR
7505;Celerina/Schlarigna;GR
7512;Champfèr;GR
7513;Silvaplana;GR
7514;Sils/Segl Maria;GR
7514;Fex;GR
7515;Sils/Segl Baselgia;GR
7516;Maloja;GR
7517;Plaun da Lej;GR
7522;La Punt-Chamues-ch;GR
7523;Madulain;GR
7524;Zuoz;GR
7525;S-chanf;GR
7526;Cinuos-chel;GR
7527;Brail;GR
7530;Zernez;GR
7532;Tschierv;GR
7533;Fuldera;GR
7534;Lü;GR
7535;Valchava;GR
7536;Sta. Maria Val Müstair;GR
7537;Müstair;GR
7542;Susch;GR
7543;Lavin;GR
7545;Guarda;GR
7546;Ardez;GR
7550;Scuol;GR
7551;Ftan;GR
7552;Vulpera;GR
7553;Tarasp;GR
7554;Sent;GR
7554;Crusch;GR
7556;Ramosch;GR
7557;Vnà;GR
7558;Strada;GR
7559;Tschlin;GR
7560;Martina;GR
7562;Samnaun-Compatsch;GR
7563;Samnaun Dorf;GR
7602;Casaccia;GR
7603;Vicosoprano;GR
7604;Borgonovo;GR
7605;Stampa;GR
7606;Promontogno;GR
7610;Soglio;GR
7608;Castasegna;GR
7742;Poschiavo;GR
7742;Sfazù;GR
7742;La Rösa;GR
7743;Brusio;GR
7747;Viano;GR
7744;Campocologno;GR
7710;Ospizio Bernina;GR
7741;S. Carlo (Poschiavo);GR
7710;Alp Grüm;GR
7745;Li Curt;GR
7746;Le Prese;GR
7748;Campascio;GR
8000;Zürich;ZH
8001;Zürich;ZH
8002;Zürich;ZH
8003;Zürich;ZH
8004;Zürich;ZH
8005;Zürich;ZH
8006;Zürich;ZH
8008;Zürich;ZH
8010;Zürich;ZH
8010;Zürich BZ FP;ZH
8010;Zürich Mülligen PL;ZH
8020;Zürich 1;ZH
8016;Zürich 16 Zustellung;ZH
8080;Zürich 80;ZH
8021;Zürich 1 Sihlpost;ZH
8021;Zürich 1;ZH
8022;Zürich;ZH
8023;Zürich;ZH
8024;Zürich;ZH
8026;Zürich;ZH
8027;Zürich;ZH
8031;Zürich;ZH
8032;Zürich;ZH
8032;Zürich 32 Zustellung;ZH
8033;Zürich;ZH
8034;Zürich;ZH
8036;Zürich;ZH
8037;Zürich;ZH
8038;Zürich;ZH
8039;Zürich;ZH
8040;Zürich;ZH
8041;Zürich;ZH
8042;Zürich;ZH
8044;Zürich;ZH
8045;Zürich;ZH
8046;Zürich;ZH
8047;Zürich;ZH
8048;Zürich;ZH
8049;Zürich;ZH
8050;Zürich;ZH
8050;Zürich Dist Ba;ZH
8051;Zürich;ZH
8052;Zürich;ZH
8053;Zürich;ZH
8055;Zürich;ZH
8057;Zürich;ZH
8058;Zürich;ZH
8061;Zürich;ZH
8063;Zürich;ZH
8064;Zürich;ZH
8088;Zürich;ZH
8090;Zürich;ZH
8091;Zürich;ZH
8092;Zürich ETH-Zentrum;ZH
8093;Zürich ETH-Hönggerberg;ZH
8099;Zürich Sonderdienste;ZH
8102;Oberengstringen;ZH
8103;Unterengstringen;ZH
8104;Weiningen ZH;ZH
8105;Regensdorf;ZH
8105;Watt;ZH
8107;Buchs ZH;ZH
8108;Dällikon;ZH
8112;Otelfingen;ZH
8113;Boppelsen;ZH
8114;Dänikon ZH;ZH
8115;Hüttikon;ZH
5436;Würenlos;AG
8117;Fällanden;ZH
8121;Benglen;ZH
8122;Binz;ZH
8123;Ebmatingen;ZH
8124;Maur;ZH
8125;Zollikerberg;ZH
8126;Zumikon;ZH
8127;Forch;ZH
8132;Hinteregg;ZH
8132;Egg b. Zürich;ZH
8133;Esslingen;ZH
8134;Adliswil;ZH
8134;Adliswil 1;ZH
8134;Adliswil Sood;ZH
8135;Langnau am Albis;ZH
8136;Gattikon;ZH
8143;Uetliberg;ZH
8142;Uitikon Waldegg;ZH
8143;Stallikon;ZH
8152;Glattbrugg;ZH
8152;Opfikon;ZH
8153;Rümlang;ZH
